"","name","year","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"44","Doris",1975,9,1,12,34.9,-44,"hurricane","1",75,984,NA,NA
"45","Doris",1975,9,1,18,35.4,-44,"hurricane","1",75,984,NA,NA
"46","Doris",1975,9,2,0,35.8,-44.4,"hurricane","2",90,970,NA,NA
"47","Doris",1975,9,2,6,36.4,-44.5,"hurricane","2",95,965,NA,NA
"48","Doris",1975,9,2,12,37,-44.3,"hurricane","2",95,965,NA,NA
"49","Doris",1975,9,2,18,37.7,-44.2,"hurricane","2",95,965,NA,NA
"50","Doris",1975,9,3,0,38.4,-43.8,"hurricane","2",95,965,NA,NA
"51","Doris",1975,9,3,6,39.7,-43.6,"hurricane","2",95,965,NA,NA
"52","Doris",1975,9,3,12,41.1,-43,"hurricane","2",95,965,NA,NA
"53","Doris",1975,9,3,18,42,-42.5,"hurricane","2",90,970,NA,NA
"54","Belle",1976,8,6,6,26,-72.8,"tropical depression","-1",25,1012,NA,NA
"55","Belle",1976,8,6,12,26.3,-73,"tropical depression","-1",25,1012,NA,NA
"56","Belle",1976,8,6,18,26,-73.4,"tropical depression","-1",30,1009,NA,NA
"57","Belle",1976,8,7,18,26.6,-74.2,"hurricane","1",70,985,NA,NA
"58","Belle",1976,8,8,0,26.9,-74.6,"hurricane","1",80,972,NA,NA
"59","Belle",1976,8,8,6,27.4,-75.1,"hurricane","2",90,962,NA,NA
"60","Belle",1976,8,8,12,28.1,-75.1,"hurricane","2",95,959,NA,NA
"61","Belle",1976,8,8,18,29.5,-75.3,"hurricane","3",100,958,NA,NA
"62","Belle",1976,8,9,0,30.9,-75.3,"hurricane","3",105,957,NA,NA
"63","Belle",1976,8,9,6,32.5,-75.2,"hurricane","3",105,959,NA,NA
"64","Belle",1976,8,9,12,34.4,-74.7,"hurricane","2",95,963,NA,NA
"65","Belle",1976,8,9,18,36.6,-74.2,"hurricane","2",90,970,NA,NA
"66","Belle",1976,8,10,0,38.8,-73.8,"hurricane","1",80,977,NA,NA
"67","Gloria",1976,9,26,12,23,-58,"tropical depression","-1",20,1009,NA,NA
"68","Gloria",1976,9,26,18,23.7,-58.1,"tropical depression","-1",20,1007,NA,NA
"69","Gloria",1976,9,27,0,24.3,-58.2,"tropical depression","-1",25,1005,NA,NA
"70","Gloria",1976,9,27,6,24.9,-58.1,"tropical depression","-1",30,1001,NA,NA
"71","Gloria",1976,9,29,6,29.1,-59.8,"hurricane","1",65,984,NA,NA
"72","Gloria",1976,9,29,12,29.7,-60.2,"hurricane","1",65,979,NA,NA
"73","Gloria",1976,9,29,18,30.2,-60.3,"hurricane","1",70,973,NA,NA
"74","Gloria",1976,9,30,0,31.1,-60.2,"hurricane","1",80,970,NA,NA
"75","Gloria",1976,9,30,6,32.2,-59.8,"hurricane","2",85,971,NA,NA
"76","Gloria",1976,9,30,12,33.1,-58.8,"hurricane","2",90,977,NA,NA
"77","Gloria",1976,9,30,18,34,-57.5,"hurricane","2",90,981,NA,NA
"78","Gloria",1976,10,1,0,34.7,-56.1,"hurricane","2",90,985,NA,NA
"79","Gloria",1976,10,1,6,35.3,-54.8,"hurricane","2",85,988,NA,NA
"80","Gloria",1976,10,1,12,35.7,-53.7,"hurricane","1",80,990,NA,NA
"81","Gloria",1976,10,1,18,36.1,-52.6,"hurricane","1",75,992,NA,NA
"82","Gloria",1976,10,2,0,36.4,-51.7,"hurricane","1",70,993,NA,NA
"83","Gloria",1976,10,4,6,36,-43,"tropical depression","-1",30,1003,NA,NA
"84","Gloria",1976,10,4,12,36.5,-41.4,"tropical depression","-1",30,1005,NA,NA
"85","Gloria",1976,10,4,18,37.4,-38.7,"tropical depression","-1",30,1006,NA,NA
"86","Anita",1977,8,29,12,26.9,-88.4,"tropical depression","-1",20,1012,NA,NA
"87","Anita",1977,8,29,18,27,-88.9,"tropical depression","-1",25,1010,NA,NA
"88","Anita",1977,8,30,0,26.9,-89.4,"tropical depression","-1",30,1009,NA,NA
"89","Anita",1977,8,30,18,26.5,-90.6,"hurricane","1",65,997,NA,NA
"90","Anita",1977,8,31,0,26.4,-91,"hurricane","1",70,991,NA,NA
"91","Anita",1977,8,31,6,26.3,-91.4,"hurricane","1",75,988,NA,NA
"92","Anita",1977,8,31,12,26.2,-91.8,"hurricane","1",75,986,NA,NA
"93","Anita",1977,8,31,18,26.1,-92.3,"hurricane","1",80,985,NA,NA
"94","Anita",1977,9,1,0,25.9,-92.8,"hurricane","1",80,979,NA,NA
"95","Anita",1977,9,1,6,25.8,-93.7,"hurricane","2",85,972,NA,NA
"96","Anita",1977,9,1,12,25.5,-94.7,"hurricane","2",90,963,NA,NA
"97","Anita",1977,9,1,18,25.2,-95.5,"hurricane","3",110,945,NA,NA
"98","Anita",1977,9,2,0,24.6,-96.2,"hurricane","5",140,931,NA,NA
"99","Anita",1977,9,2,6,24.2,-97.1,"hurricane","5",150,926,NA,NA
"100","Anita",1977,9,2,12,23.7,-98,"hurricane","4",120,940,NA,NA
"101","Anita",1977,9,2,18,23.1,-99.2,"hurricane","1",70,978,NA,NA
"102","Anita",1977,9,3,6,22,-103,"tropical depression","-1",25,1011,NA,NA
"103","Clara",1977,9,5,12,32.8,-80,"tropical depression","-1",20,1015,NA,NA
"104","Clara",1977,9,5,18,33.2,-79,"tropical depression","-1",20,1014,NA,NA
"105","Clara",1977,9,6,0,33.6,-78.2,"tropical depression","-1",20,1013,NA,NA
"106","Clara",1977,9,6,6,33.8,-77.6,"tropical depression","-1",25,1012,NA,NA
"107","Clara",1977,9,6,12,34,-77,"tropical depression","-1",25,1011,NA,NA
"108","Clara",1977,9,6,18,34.2,-76.4,"tropical depression","-1",25,1010,NA,NA
"109","Clara",1977,9,7,0,34.4,-75.8,"tropical depression","-1",30,1010,NA,NA
"110","Clara",1977,9,7,6,34.6,-75,"tropical depression","-1",30,1010,NA,NA
"111","Clara",1977,9,7,12,34.7,-74.3,"tropical depression","-1",30,1010,NA,NA
"112","Clara",1977,9,7,18,34.9,-73,"tropical depression","-1",30,1010,NA,NA
"113","Clara",1977,9,8,12,35.5,-67.7,"hurricane","1",65,993,NA,NA
"114","Clara",1977,9,8,18,35.6,-66.2,"hurricane","1",65,994,NA,NA
"115","Clara",1977,9,9,0,35.5,-64.6,"hurricane","1",65,998,NA,NA
"116","Evelyn",1977,10,13,18,26.9,-62.9,"tropical depression","-1",30,1010,NA,NA
"117","Evelyn",1977,10,14,0,29,-64,"tropical depression","-1",30,1008,NA,NA
"118","Evelyn",1977,10,15,0,39.2,-63.3,"hurricane","1",65,994,NA,NA
"119","Evelyn",1977,10,15,6,42.4,-61.5,"hurricane","1",70,996,NA,NA
"120","Evelyn",1977,10,15,12,45.5,-60.1,"hurricane","1",70,998,NA,NA
"121","Evelyn",1977,10,15,18,47.4,-59.2,"hurricane","1",70,999,NA,NA
"122","Amelia",1978,7,30,18,25.7,-97,"tropical depression","-1",30,1006,NA,NA
"123","Amelia",1978,7,31,18,28.6,-98.7,"tropical depression","-1",30,1010,NA,NA
"124","Amelia",1978,8,1,0,29.3,-99.2,"tropical depression","-1",25,1010,NA,NA
"125","Bess",1978,8,5,12,25.3,-90.4,"tropical depression","-1",20,1012,NA,NA
"126","Bess",1978,8,5,18,25.1,-91,"tropical depression","-1",20,1012,NA,NA
"127","Bess",1978,8,6,0,24.8,-91.8,"tropical depression","-1",25,1011,NA,NA
"128","Bess",1978,8,6,6,24.5,-92.5,"tropical depression","-1",30,1010,NA,NA
"129","Bess",1978,8,6,12,24.2,-93.3,"tropical depression","-1",30,1009,NA,NA
"130","Bess",1978,8,8,12,20,-97,"tropical depression","-1",25,1010,NA,NA
"131","Cora",1978,8,7,12,13,-35,"tropical depression","-1",25,1010,NA,NA
"132","Cora",1978,8,7,18,13.4,-36.2,"tropical depression","-1",25,1010,NA,NA
"133","Cora",1978,8,8,0,13.8,-37.8,"tropical depression","-1",25,1009,NA,NA
"134","Cora",1978,8,8,6,13.9,-39.6,"tropical depression","-1",30,1008,NA,NA
"135","Cora",1978,8,8,18,14,-43.2,"hurricane","1",65,990,NA,NA
"136","Cora",1978,8,9,0,14,-44.9,"hurricane","1",80,980,NA,NA
"137","Cora",1978,8,9,6,13.9,-46.8,"hurricane","1",80,980,NA,NA
"138","Cora",1978,8,9,12,13.6,-48.6,"hurricane","1",70,988,NA,NA
"139","Cora",1978,8,9,18,13.2,-50.6,"hurricane","1",65,998,NA,NA
"140","Cora",1978,8,11,12,12.1,-64.8,"tropical depression","-1",30,1008,NA,NA
"141","Cora",1978,8,11,18,12.1,-66.8,"tropical depression","-1",30,1009,NA,NA
"142","Cora",1978,8,12,0,12.2,-68.8,"tropical depression","-1",30,1010,NA,NA
"143","Juliet",1978,10,7,18,18,-55.6,"tropical depression","-1",25,1011,NA,NA
"144","Juliet",1978,10,8,0,18.3,-56.6,"tropical depression","-1",30,1010,NA,NA
"145","Juliet",1978,10,8,6,18.6,-57.7,"tropical depression","-1",30,1009,NA,NA
"146","Ana",1979,6,19,12,10,-45,"tropical depression","-1",25,1011,NA,NA
"147","Ana",1979,6,19,18,10.2,-46,"tropical depression","-1",25,1011,NA,NA
"148","Ana",1979,6,20,0,10.5,-47,"tropical depression","-1",25,1010,NA,NA
"149","Ana",1979,6,20,6,10.9,-48.1,"tropical depression","-1",25,1010,NA,NA
"150","Ana",1979,6,20,12,11.3,-49.2,"tropical depression","-1",25,1010,NA,NA
"151","Ana",1979,6,20,18,11.8,-50.2,"tropical depression","-1",25,1009,NA,NA
"152","Ana",1979,6,21,0,12.3,-51.1,"tropical depression","-1",30,1009,NA,NA
"153","Ana",1979,6,21,6,12.9,-51.9,"tropical depression","-1",30,1008,NA,NA
"154","Ana",1979,6,21,12,13.5,-52.7,"tropical depression","-1",30,1008,NA,NA
"155","Ana",1979,6,21,18,13.9,-53.5,"tropical depression","-1",30,1007,NA,NA
"156","Ana",1979,6,23,6,14,-61.3,"tropical depression","-1",30,1012,NA,NA
"157","Ana",1979,6,23,12,14,-62.8,"tropical depression","-1",25,1012,NA,NA
"158","Ana",1979,6,23,18,14,-64.5,"tropical depression","-1",25,1012,NA,NA
"159","Ana",1979,6,24,0,14,-66.2,"tropical depression","-1",25,1012,NA,NA
"160","Bob",1979,7,9,12,22,-96,"tropical depression","-1",20,1012,NA,NA
"161","Bob",1979,7,9,18,22.5,-95.3,"tropical depression","-1",25,1010,NA,NA
"162","Bob",1979,7,10,0,23,-94.6,"tropical depression","-1",30,1007,NA,NA
"163","Bob",1979,7,11,0,26.2,-91.6,"hurricane","1",65,988,NA,NA
"164","Bob",1979,7,11,6,27.8,-91.1,"hurricane","1",65,991,NA,NA
"165","Bob",1979,7,11,12,29.1,-90.6,"hurricane","1",65,986,NA,NA
"166","Bob",1979,7,12,0,32.5,-89.9,"tropical depression","-1",30,998,NA,NA
"167","Bob",1979,7,12,6,34,-89.7,"tropical depression","-1",25,1002,NA,NA
"168","Bob",1979,7,12,12,35.9,-89.1,"tropical depression","-1",25,1004,NA,NA
"169","Bob",1979,7,12,18,37.2,-87.8,"tropical depression","-1",25,1006,NA,NA
"170","Bob",1979,7,13,0,38.5,-86.5,"tropical depression","-1",25,1006,NA,NA
"171","Bob",1979,7,13,6,38.8,-85.3,"tropical depression","-1",25,1006,NA,NA
"172","Bob",1979,7,13,12,39,-84,"tropical depression","-1",25,1007,NA,NA
"173","Bob",1979,7,13,18,39,-82.7,"tropical depression","-1",25,1008,NA,NA
"174","Bob",1979,7,14,0,39,-81.3,"tropical depression","-1",20,1009,NA,NA
"175","Bob",1979,7,14,6,38.7,-80.1,"tropical depression","-1",20,1009,NA,NA
"176","Bob",1979,7,14,12,38.3,-78.8,"tropical depression","-1",20,1010,NA,NA
"177","Bob",1979,7,14,18,37.9,-77.7,"tropical depression","-1",20,1010,NA,NA
"178","Bob",1979,7,15,0,37.5,-76.5,"tropical depression","-1",20,1011,NA,NA
"179","Bob",1979,7,15,6,36.8,-76.3,"tropical depression","-1",20,1011,NA,NA
"180","Bob",1979,7,15,12,36,-76,"tropical depression","-1",20,1012,NA,NA
"181","Bob",1979,7,15,18,35,-76.3,"tropical depression","-1",20,1012,NA,NA
"182","Bob",1979,7,16,0,34,-76.5,"tropical depression","-1",20,1013,NA,NA
"183","Bob",1979,7,16,6,33.5,-75.8,"tropical depression","-1",20,1013,NA,NA
"184","Bob",1979,7,16,12,33,-75,"tropical depression","-1",20,1014,NA,NA
"185","Claudette",1979,7,15,12,12.5,-46.3,"tropical depression","-1",20,1014,NA,NA
"186","Claudette",1979,7,15,18,12.8,-48.4,"tropical depression","-1",20,1014,NA,NA
"187","Claudette",1979,7,16,0,13.4,-50.4,"tropical depression","-1",25,1012,NA,NA
"188","Claudette",1979,7,16,6,14.6,-52.1,"tropical depression","-1",25,1012,NA,NA
"189","Claudette",1979,7,16,12,15.7,-53.8,"tropical depression","-1",30,1011,NA,NA
"190","Claudette",1979,7,16,18,16.5,-55.5,"tropical depression","-1",30,1011,NA,NA
"191","Claudette",1979,7,17,0,17,-57.2,"tropical depression","-1",30,1011,NA,NA
"192","Claudette",1979,7,17,6,17.5,-58.8,"tropical depression","-1",30,1011,NA,NA
"193","Claudette",1979,7,18,6,18.3,-65.4,"tropical depression","-1",30,1011,NA,NA
"194","Claudette",1979,7,18,12,18.4,-67,"tropical depression","-1",30,1011,NA,NA
"195","Claudette",1979,7,18,18,18.5,-68.5,"tropical depression","-1",25,1012,NA,NA
"196","Claudette",1979,7,19,0,18.7,-69.5,"tropical depression","-1",20,1012,NA,NA
"197","Claudette",1979,7,19,6,18.8,-70.5,"tropical depression","-1",20,1012,NA,NA
"198","Claudette",1979,7,19,12,18.8,-71.4,"tropical depression","-1",20,1012,NA,NA
"199","Claudette",1979,7,19,18,19,-72.4,"tropical depression","-1",20,1012,NA,NA
"200","Claudette",1979,7,20,0,19,-73.3,"tropical depression","-1",20,1013,NA,NA
"201","Claudette",1979,7,20,6,19.2,-74.7,"tropical depression","-1",20,1013,NA,NA
"202","Claudette",1979,7,20,12,19.5,-76.7,"tropical depression","-1",20,1013,NA,NA
"203","Claudette",1979,7,20,18,20,-78.7,"tropical depression","-1",20,1013,NA,NA
"204","Claudette",1979,7,21,0,20.6,-80.4,"tropical depression","-1",20,1013,NA,NA
"205","Claudette",1979,7,21,6,21.4,-82.2,"tropical depression","-1",25,1013,NA,NA
"206","Claudette",1979,7,21,12,22.1,-83.5,"tropical depression","-1",30,1012,NA,NA
"207","Claudette",1979,7,21,18,22.8,-85,"tropical depression","-1",30,1010,NA,NA
"208","Claudette",1979,7,22,0,23.5,-86.5,"tropical depression","-1",30,1007,NA,NA
"209","Claudette",1979,7,22,6,24,-87.4,"tropical depression","-1",30,1007,NA,NA
"210","Claudette",1979,7,22,12,24.5,-88.5,"tropical depression","-1",30,1007,NA,NA
"211","Claudette",1979,7,22,18,25,-89.5,"tropical depression","-1",30,1006,NA,NA
"212","Claudette",1979,7,23,0,25.4,-90.5,"tropical depression","-1",30,1005,NA,NA
"213","Claudette",1979,7,23,6,25.9,-91.4,"tropical depression","-1",30,1004,NA,NA
"214","Claudette",1979,7,25,12,30.5,-94.8,"tropical depression","-1",30,1000,NA,NA
"215","Claudette",1979,7,25,18,30.5,-95.2,"tropical depression","-1",30,1001,NA,NA
"216","Claudette",1979,7,26,0,30.2,-95.3,"tropical depression","-1",30,1001,NA,NA
"217","Claudette",1979,7,26,6,30.6,-95.1,"tropical depression","-1",30,1002,NA,NA
"218","Claudette",1979,7,26,12,30.8,-95.4,"tropical depression","-1",25,1003,NA,NA
"219","Claudette",1979,7,26,18,31.3,-96.3,"tropical depression","-1",25,1004,NA,NA
"220","Claudette",1979,7,27,0,31.8,-96.6,"tropical depression","-1",20,1004,NA,NA
"221","Claudette",1979,7,27,6,32.7,-96.4,"tropical depression","-1",20,1006,NA,NA
"222","Claudette",1979,7,27,12,34,-95.9,"tropical depression","-1",15,1007,NA,NA
"223","Claudette",1979,7,27,18,35.3,-95.3,"tropical depression","-1",15,1007,NA,NA
"224","Claudette",1979,7,28,0,36.4,-94.6,"tropical depression","-1",15,1007,NA,NA
"225","Claudette",1979,7,28,6,37.8,-93.4,"tropical depression","-1",15,1008,NA,NA
"226","Claudette",1979,7,28,12,38.6,-91,"tropical depression","-1",15,1009,NA,NA
"227","Claudette",1979,7,28,18,38.8,-88,"tropical depression","-1",15,1009,NA,NA
"228","Claudette",1979,7,29,0,39,-85.2,"tropical depression","-1",15,1010,NA,NA
"229","Claudette",1979,7,29,6,39,-82.8,"tropical depression","-1",15,1011,NA,NA
"230","Claudette",1979,7,29,12,39,-80.2,"tropical depression","-1",15,1011,NA,NA
"231","David",1979,8,25,12,11.7,-36.1,"tropical depression","-1",25,1008,NA,NA
"232","David",1979,8,25,18,11.7,-38.2,"tropical depression","-1",25,1007,NA,NA
"233","David",1979,8,26,0,11.7,-40.3,"tropical depression","-1",30,1006,NA,NA
"234","David",1979,8,27,6,11.8,-48.5,"hurricane","1",65,980,NA,NA
"235","David",1979,8,27,12,11.8,-50,"hurricane","1",80,966,NA,NA
"236","David",1979,8,27,18,11.9,-51.5,"hurricane","2",95,954,NA,NA
"237","David",1979,8,28,0,12.2,-52.9,"hurricane","4",115,947,NA,NA
"238","David",1979,8,28,6,12.5,-54.4,"hurricane","4",125,941,NA,NA
"239","David",1979,8,28,12,12.8,-55.7,"hurricane","4",130,938,NA,NA
"240","David",1979,8,28,18,13.2,-56.9,"hurricane","4",125,941,NA,NA
"241","David",1979,8,29,0,13.7,-58,"hurricane","4",120,944,NA,NA
"242","David",1979,8,29,6,14.2,-59.2,"hurricane","4",120,942,NA,NA
"243","David",1979,8,29,12,14.8,-60.3,"hurricane","4",125,938,NA,NA
"244","David",1979,8,29,18,15.3,-61.6,"hurricane","4",125,933,NA,NA
"245","David",1979,8,30,0,15.6,-62.8,"hurricane","4",130,929,NA,NA
"246","David",1979,8,30,6,16,-64.2,"hurricane","5",140,925,NA,NA
"247","David",1979,8,30,12,16.3,-65.2,"hurricane","5",145,924,NA,NA
"248","David",1979,8,30,18,16.6,-66.2,"hurricane","5",150,924,NA,NA
"249","David",1979,8,31,0,16.8,-67.3,"hurricane","5",145,927,NA,NA
"250","David",1979,8,31,6,17,-68.3,"hurricane","5",145,928,NA,NA
"251","David",1979,8,31,12,17.2,-69.1,"hurricane","5",145,927,NA,NA
"252","David",1979,8,31,18,17.9,-69.7,"hurricane","5",150,926,NA,NA
"253","David",1979,9,1,0,18.8,-70.4,"hurricane","4",130,953,NA,NA
"254","David",1979,9,1,6,19.3,-72,"hurricane","3",100,978,NA,NA
"255","David",1979,9,1,12,19.7,-73.7,"hurricane","1",65,1002,NA,NA
"256","David",1979,9,2,0,21.3,-75.2,"hurricane","1",65,997,NA,NA
"257","David",1979,9,2,6,21.9,-75.5,"hurricane","1",70,990,NA,NA
"258","David",1979,9,2,12,23,-76.3,"hurricane","1",70,984,NA,NA
"259","David",1979,9,2,18,23.9,-77.4,"hurricane","1",75,979,NA,NA
"260","David",1979,9,3,0,24.6,-78.2,"hurricane","1",80,976,NA,NA
"261","David",1979,9,3,6,25.3,-79.1,"hurricane","1",80,974,NA,NA
"262","David",1979,9,3,12,26.3,-79.6,"hurricane","2",85,973,NA,NA
"263","David",1979,9,3,18,27.2,-80.2,"hurricane","2",85,972,NA,NA
"264","David",1979,9,4,0,28,-80.5,"hurricane","2",85,971,NA,NA
"265","David",1979,9,4,6,29.1,-80.8,"hurricane","2",85,970,NA,NA
"266","David",1979,9,4,12,30.2,-80.9,"hurricane","2",85,970,NA,NA
"267","David",1979,9,4,18,31.5,-81.2,"hurricane","1",80,970,NA,NA
"268","David",1979,9,5,0,32.5,-81.1,"hurricane","1",65,972,NA,NA
"269","Frederic",1979,8,29,6,11,-25.5,"tropical depression","-1",25,1009,NA,NA
"270","Frederic",1979,8,29,12,11.1,-28,"tropical depression","-1",30,1009,NA,NA
"271","Frederic",1979,8,29,18,11.2,-30.5,"tropical depression","-1",30,1008,NA,NA
"272","Frederic",1979,8,30,0,11.3,-32.5,"tropical depression","-1",30,1007,NA,NA
"273","Frederic",1979,8,30,6,11.4,-34.2,"tropical depression","-1",30,1006,NA,NA
"274","Frederic",1979,9,1,6,12.9,-48.7,"hurricane","1",65,987,NA,NA
"275","Frederic",1979,9,1,12,13.3,-50.4,"hurricane","1",65,988,NA,NA
"276","Frederic",1979,9,1,18,13.8,-52.3,"hurricane","1",65,990,NA,NA
"277","Frederic",1979,9,6,18,20,-73,"tropical depression","-1",30,1006,NA,NA
"278","Frederic",1979,9,7,0,20.1,-74.5,"tropical depression","-1",30,1006,NA,NA
"279","Frederic",1979,9,7,6,20.3,-75.8,"tropical depression","-1",25,1006,NA,NA
"280","Frederic",1979,9,7,12,20.6,-77,"tropical depression","-1",25,1005,NA,NA
"281","Frederic",1979,9,7,18,20.9,-78,"tropical depression","-1",25,1004,NA,NA
"282","Frederic",1979,9,8,0,21.1,-78.7,"tropical depression","-1",30,1003,NA,NA
"283","Frederic",1979,9,8,6,21.3,-79.3,"tropical depression","-1",30,1003,NA,NA
"284","Frederic",1979,9,8,12,21.5,-79.8,"tropical depression","-1",30,1002,NA,NA
"285","Frederic",1979,9,8,18,21.6,-80.5,"tropical depression","-1",30,1002,NA,NA
"286","Frederic",1979,9,10,12,22.8,-83.6,"hurricane","1",65,990,NA,NA
"287","Frederic",1979,9,10,18,23,-83.8,"hurricane","1",70,987,NA,NA
"288","Frederic",1979,9,11,0,23.3,-84,"hurricane","1",75,985,NA,NA
"289","Frederic",1979,9,11,6,23.8,-84.4,"hurricane","1",80,983,NA,NA
"290","Frederic",1979,9,11,12,24.4,-84.8,"hurricane","2",85,980,NA,NA
"291","Frederic",1979,9,11,18,25,-85.2,"hurricane","2",95,968,NA,NA
"292","Frederic",1979,9,12,0,25.7,-85.8,"hurricane","3",100,960,NA,NA
"293","Frederic",1979,9,12,6,26.5,-86.4,"hurricane","3",110,952,NA,NA
"294","Frederic",1979,9,12,12,27.4,-87,"hurricane","4",115,943,NA,NA
"295","Frederic",1979,9,12,18,28.4,-87.7,"hurricane","4",115,950,NA,NA
"296","Frederic",1979,9,13,0,29.7,-88,"hurricane","4",115,946,NA,NA
"297","Frederic",1979,9,13,6,30.8,-88.5,"hurricane","2",95,955,NA,NA
"298","Frederic",1979,9,13,12,32.2,-88.7,"hurricane","1",65,975,NA,NA
"299","Gloria",1979,9,4,12,15.5,-21,"tropical depression","-1",25,1005,NA,NA
"300","Gloria",1979,9,4,18,16.5,-22.5,"tropical depression","-1",25,1004,NA,NA
"301","Gloria",1979,9,5,0,17.5,-24,"tropical depression","-1",25,1003,NA,NA
"302","Gloria",1979,9,5,6,18.5,-25.5,"tropical depression","-1",25,1002,NA,NA
"303","Gloria",1979,9,5,12,19,-27,"tropical depression","-1",30,1002,NA,NA
"304","Gloria",1979,9,5,18,19.8,-28.8,"tropical depression","-1",30,1002,NA,NA
"305","Gloria",1979,9,6,0,20.5,-30.3,"tropical depression","-1",30,1001,NA,NA
"306","Gloria",1979,9,6,6,21.2,-32,"tropical depression","-1",30,1001,NA,NA
"307","Gloria",1979,9,7,6,24.4,-37.2,"hurricane","1",65,992,NA,NA
"308","Gloria",1979,9,7,12,25.6,-38,"hurricane","1",65,990,NA,NA
"309","Gloria",1979,9,7,18,26.4,-38.7,"hurricane","1",70,988,NA,NA
"310","Gloria",1979,9,8,0,27,-39.2,"hurricane","1",75,985,NA,NA
"311","Gloria",1979,9,8,6,27.5,-40,"hurricane","1",75,985,NA,NA
"312","Gloria",1979,9,8,12,28,-40.3,"hurricane","1",75,985,NA,NA
"313","Gloria",1979,9,8,18,28.6,-41,"hurricane","1",75,985,NA,NA
"314","Gloria",1979,9,9,0,29.3,-41.7,"hurricane","1",75,985,NA,NA
